NUL	INT	INT	NUL	INT	INT	INT	INT	INT	STRARR	INT	INT	INT	INTARR	INTARR	INT	INT	INT	NUL	INT	INTARR2	INTARR2	INTARR2	INTARR2	INT	INT	INT	INTARR2	INT	STR	STR	BOOL	INT	INT	STR	INTARR2	INTARR2	MAP	MAP	MAP	MAP
7	5	2	Level7_5(精英)	69	1	1	1			40	804	300	2	10	1				1	[[15-2-1-1-40],[7-1-4-2-5],[15-1-1-1-4000]]	[15-1-1-1-2000-10000]	[9-16-1-1-1-2400-0-0],[7-2-3-3-1-494-0-0],[3-2-3-2-1-1-0-0],[3-3-3-2-1-1-0-0],[3-4-3-2-1-1-0-0],[3-1-3-2-1-1-0-0],[7-2-3-2-1-988-0-0],[3-2-2-2-1-6-0-0],[3-3-2-2-1-6-0-0],[3-4-2-2-1-6-0-0],[3-1-2-2-1-6-0-0],[7-1-3-2-2-2660-0-0],[7-2-3-1-3-2964-0-0],[3-2-1-2-1-116-0-0],[3-3-1-2-1-116-0-0],[3-4-1-2-1-116-0-0],[3-1-1-2-1-116-0-0]	[9-16-1-1],[6-6-3-3],[7-2-3-3],[6-6-3-2],[7-2-3-2],[7-1-3-2],[6-6-3-1],[7-2-3-1]	2059	12	600	[1256,20],[1221,1],[1226,1],[1241,5],[1251,1],[1246,12],[1247,1],[1262,2],[1261,7]	13700				5	0		[3]	[4]				
7	6	2	Level7_6(精英)	70	1	1	1			30	805	300	2	10	1				1	[[9-12-1-1-1],[7-1-4-2-5],[15-1-1-1-4000]]	[15-1-1-1-2000-10000]	[9-16-1-1-1-2400-0-0],[7-2-1-3-1-494-0-0],[3-2-3-1-1-1-0-0],[3-3-3-1-1-1-0-0],[3-4-3-1-1-1-0-0],[3-1-3-1-1-1-0-0],[7-2-1-2-1-988-0-0],[3-2-2-1-1-6-0-0],[3-3-2-1-1-6-0-0],[3-4-2-1-1-6-0-0],[3-1-2-1-1-6-0-0],[7-1-1-2-2-2660-0-0],[7-2-1-1-3-2964-0-0],[3-2-1-1-1-116-0-0],[3-3-1-1-1-116-0-0],[3-4-1-1-1-116-0-0],[3-1-1-1-1-116-0-0]	[9-16-1-1],[6-6-2-3],[7-2-1-3],[6-6-2-2],[7-2-1-2],[7-1-1-2],[6-6-2-1],[7-2-1-1]	2060	12	600	[1246,15],[1261,4],[1252,1],[1256,24],[1251,2],[1021,1],[1242,1],[1011,2],[1241,3]	13100				5	0		[3]	[4]				
7	7	2	Level7_7(精英)	71	1	2	1			30	805	300	2	10	1				1	[[15-2-1-1-40],[7-1-4-3-2],[7-3-1-3-2],[15-1-1-1-4000]]	[15-1-1-1-2000-10000]	[9-16-1-1-1-2400-0-0],[7-2-2-3-1-494-0-0],[3-2-3-3-1-1-0-0],[3-3-3-3-1-1-0-0],[3-4-3-3-1-1-0-0],[3-1-3-3-1-1-0-0],[7-2-2-2-1-988-0-0],[3-2-2-3-1-6-0-0],[3-3-2-3-1-6-0-0],[3-4-2-3-1-6-0-0],[3-1-2-3-1-6-0-0],[7-1-2-2-2-2660-0-0],[7-2-2-1-3-2964-0-0],[3-2-1-3-1-116-0-0],[3-3-1-3-1-116-0-0],[3-4-1-3-1-116-0-0],[3-1-1-3-1-116-0-0]	[9-16-1-1],[6-6-4-3],[7-2-2-3],[6-6-4-2],[7-2-2-2],[7-1-2-2],[6-6-4-1],[7-2-2-1]	2061	12	600	[1029,1],[1002,25],[953,7],[1003,23],[1006,5],[1004,2],[1007,2],[1009,2],[987,3],[1021,2]	13100				5	0		[1]	[2]				
7	8	2	Level7_8(精英)	72	1	2	1			31	805	300	2	10	1				1	[[15-2-1-1-40],[7-1-4-3-2],[7-3-1-3-2],[15-1-1-1-4000]]	[15-1-1-1-2000-10000]	[9-16-1-1-1-2400-0-0],[7-2-6-3-1-494-0-0],[3-2-3-5-1-1-0-0],[3-3-3-5-1-1-0-0],[3-4-3-5-1-1-0-0],[3-1-3-5-1-1-0-0],[7-2-6-2-1-988-0-0],[3-2-2-5-1-6-0-0],[3-3-2-5-1-6-0-0],[3-4-2-5-1-6-0-0],[3-1-2-5-1-6-0-0],[7-1-6-2-2-2660-0-0],[7-2-6-1-3-2964-0-0],[3-2-1-5-1-116-0-0],[3-3-1-5-1-116-0-0],[3-4-1-5-1-116-0-0],[3-1-1-5-1-116-0-0]	[9-16-1-1],[6-6-6-3],[7-2-6-3],[6-6-6-2],[7-2-6-2],[7-1-6-2],[6-6-6-1],[7-2-6-1]	2062	12	600	[1002,103],[953,28],[1003,48],[1004,12],[1005,16],[990,4],[1201,8],[1009,8],[993,4]	13300				5	0		[1]	[2]				
7	9	2	Level7_9(精英)	73	1	2	1			31	805	300	2	10	1				1	[[7-7-1-4-1],[7-1-4-3-2],[7-3-1-3-2],[15-1-1-1-4000]]	[15-1-1-1-2000-10000]	[9-16-1-1-1-2400-0-0],[7-2-5-3-1-494-0-0],[3-2-3-4-1-1-0-0],[3-3-3-4-1-1-0-0],[3-4-3-4-1-1-0-0],[3-1-3-4-1-1-0-0],[7-2-5-2-1-988-0-0],[3-2-2-4-1-6-0-0],[3-3-2-4-1-6-0-0],[3-4-2-4-1-6-0-0],[3-1-2-4-1-6-0-0],[7-1-5-2-2-2660-0-0],[7-2-5-1-3-2964-0-0],[3-2-1-4-1-116-0-0],[3-3-1-4-1-116-0-0],[3-4-1-4-1-116-0-0],[3-1-1-4-1-116-0-0]	[9-16-1-1],[6-6-5-3],[7-2-5-3],[6-6-5-2],[7-2-5-2],[7-1-5-2],[6-6-5-1],[7-2-5-1]	2063	12	600	[1002,17],[953,14],[1003,15],[1190,2],[1202,1],[1004,3],[1226,3],[1009,1],[1005,1],[1216,1],[1201,1]	13300				5	0		[1]	[2]				
7	10	2	Level7_10(精英)	74	1	2	1			32	805	300	2	10	1				1	[[15-2-1-1-40],[7-1-4-3-2],[7-3-1-3-2],[15-1-1-1-4000]]	[15-1-1-1-2000-10000]	[9-16-1-1-1-2400-0-0],[7-2-3-3-1-532-0-0],[3-2-3-2-1-1-0-0],[3-3-3-2-1-1-0-0],[3-4-3-2-1-1-0-0],[3-1-3-2-1-1-0-0],[7-2-3-2-1-1064-0-0],[3-2-2-2-1-6-0-0],[3-3-2-2-1-6-0-0],[3-4-2-2-1-6-0-0],[3-1-2-2-1-6-0-0],[7-1-3-2-2-2280-0-0],[7-2-3-1-3-3192-0-0],[3-2-1-2-1-125-0-0],[3-3-1-2-1-125-0-0],[3-4-1-2-1-125-0-0],[3-1-1-2-1-125-0-0]	[9-16-1-1],[6-6-3-3],[7-2-3-3],[6-6-3-2],[7-2-3-2],[7-1-3-2],[6-6-3-1],[7-2-3-1]	2064	12	600	[1281,19],[1271,7],[1004,4],[1151,2],[1276,3],[1286,5],[1266,4],[1287,1],[1272,1],[1005,2]	13500				5	0		[4]	[3]				
7	11	2	Level7_11(精英)	75	1	2	1			33	805	300	2	10	1				1	[[15-2-1-1-40],[7-1-4-3-2],[7-3-1-3-2],[15-1-1-1-4000]]	[15-1-1-1-2000-10000]	[9-16-1-1-1-2400-0-0],[7-2-1-3-1-532-0-0],[3-2-3-1-1-1-0-0],[3-3-3-1-1-1-0-0],[3-4-3-1-1-1-0-0],[3-1-3-1-1-1-0-0],[7-2-1-2-1-1064-0-0],[3-2-2-1-1-6-0-0],[3-3-2-1-1-6-0-0],[3-4-2-1-1-6-0-0],[3-1-2-1-1-6-0-0],[7-1-1-2-2-2280-0-0],[7-2-1-1-3-3192-0-0],[3-2-1-1-1-125-0-0],[3-3-1-1-1-125-0-0],[3-4-1-1-1-125-0-0],[3-1-1-1-1-125-0-0]	[9-16-1-1],[6-6-2-3],[7-2-1-3],[6-6-2-2],[7-2-1-2],[7-1-1-2],[6-6-2-1],[7-2-1-1]	2065	12	600	[1267,2],[1271,3],[1281,18],[1266,3],[1276,6],[1116,1],[1286,3],[967,1],[1101,1],[1121,3],[1277,1]	13600				5	0		[4]	[3]				
7	12	2	Level7_12(精英)	76	3	2	1			35	805	300	2	10	1				1	[[9-12-1-1-1],[7-1-4-3-2],[7-3-1-3-2],[15-1-1-1-4000]]	[15-1-1-1-2000-10000]	[9-16-1-1-1-2400-0-0],[7-2-2-3-1-532-0-0],[3-2-3-3-1-1-0-0],[3-3-3-3-1-1-0-0],[3-4-3-3-1-1-0-0],[3-1-3-3-1-1-0-0],[7-2-2-2-1-1064-0-0],[3-2-2-3-1-6-0-0],[3-3-2-3-1-6-0-0],[3-4-2-3-1-6-0-0],[3-1-2-3-1-6-0-0],[7-1-2-2-2-2280-0-0],[7-2-2-1-3-3192-0-0],[3-2-1-3-1-125-0-0],[3-3-1-3-1-125-0-0],[3-4-1-3-1-125-0-0],[3-1-1-3-1-125-0-0]	[9-16-1-1],[6-6-4-3],[7-2-2-3],[6-6-4-2],[7-2-2-2],[7-1-2-2],[6-6-4-1],[7-2-2-1]	2066	12	600	[1038,1]	14000	Npc/icon_boss_009.png	Npc/image_boss_09.png		5	0		[0]	[1]				
7	1	3	Level7_1(挑战)	65	1	1	1			42	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[1102,2],[952,18],[1162,18],[1117,1],[1121,4],[1126,6],[1131,7]	18000				5	0		[0]	[1]	[TeamBuff:{612L3}]	[MonsterBuff:{15013L3}]	[TeamBuff:{15007L1}]	
7	2	3	Level7_2(挑战)	66	1	1	1			43	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[984,1],[952,12],[1162,10],[1101,6],[1106,4],[1111,4],[1127,1],[1116,3],[1132,1]	18000				5	0		[0]	[1]	[TeamBuff:{612L3}]	[MonsterBuff:{15013L3}]	[TeamBuff:{15007L1}]	
7	3	3	Level7_3(挑战)	67	1	1	1			44	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[961,11],[1221,6],[1043,13],[950,2],[1151,15],[978,2],[951,2],[949,2],[981,1]	18000				5	0		[2]	[0]	[TeamBuff:{612L3}]	[MonsterBuff:{15013L3}]	[TeamBuff:{15007L1}]	
7	4	3	Level7_4(挑战)	68	1	1	1			44	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[1151,18],[952,8],[1216,3],[1043,6],[996,1],[961,4],[951,2],[1121,3],[1221,3],[949,2],[1217,1]	18000				5	0		[2]	[0]	[MonsterBuff:{15013L2}]	[TeamBuff:{612L3}]	[TeamBuff:{15014L2}]	
7	5	3	Level7_5(挑战)	69	1	1	1			45	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[1256,20],[1221,1],[1226,1],[1241,5],[1251,1],[1246,12],[1247,1],[1262,2],[1261,7]	18000				5	0		[3]	[4]	[MonsterBuff:{15013L2}]	[TeamBuff:{612L3}]	[TeamBuff:{15014L2}]	
7	6	3	Level7_6(挑战)	70	1	1	1			46	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[1246,15],[1261,4],[1252,1],[1256,24],[1251,2],[1021,1],[1242,1],[1011,2],[1241,3]	18000				5	0		[3]	[4]	[MonsterBuff:{15013L2}]	[TeamBuff:{612L3}]	[TeamBuff:{15014L2}]	
7	7	3	Level7_7(挑战)	71	1	2	1			46	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[1029,1],[1002,25],[953,7],[1003,23],[1006,5],[1004,2],[1007,2],[1009,2],[987,3],[1021,2]	18000				5	0		[1]	[2]	[TeamBuff:{613L3}]	[MonsterBuff:{15011L3}]	[MonsterBuff:{15013L2}]	
7	8	3	Level7_8(挑战)	72	1	2	1			47	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[1002,103],[953,28],[1003,48],[1004,12],[1005,16],[990,4],[1201,8],[1009,8],[993,4]	18000				5	0		[1]	[2]	[TeamBuff:{613L3}]	[MonsterBuff:{15011L3}]	[MonsterBuff:{15013L2}]	
7	9	3	Level7_9(挑战)	73	1	2	1			48	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[1002,17],[953,14],[1003,15],[1190,2],[1202,1],[1004,3],[1226,3],[1009,1],[1005,1],[1216,1],[1201,1]	18000				5	0		[1]	[2]	[TeamBuff:{613L3}]	[MonsterBuff:{15011L3}]	[MonsterBuff:{15013L2}]	
7	10	3	Level7_10(挑战)	74	1	2	1			48	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[1281,19],[1271,7],[1004,4],[1151,2],[1276,3],[1286,5],[1266,4],[1287,1],[1272,1],[1005,2]	18000				5	0		[4]	[3]	[ForbiddenRole:{2}]	[MonsterBuff:{15006L3}]	[TeamBuff:{15018}]	
7	11	3	Level7_11(挑战)	75	1	2	1			49	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[1267,2],[1271,3],[1281,18],[1266,3],[1276,6],[1116,1],[1286,3],[967,1],[1101,1],[1121,3],[1277,1]	18000				5	0		[4]	[3]	[ForbiddenRole:{2}]	[MonsterBuff:{15006L3}]	[TeamBuff:{15018}]	
7	12	3	Level7_12(挑战)	76	3	2	1			50	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[1038,1]	18000	Npc/icon_boss_009.png	Npc/image_boss_09.png		5	0		[0]	[1]	[ForbiddenRole:{2}]	[MonsterBuff:{15006L3}]	[TeamBuff:{612L2}]	
8	1	1	Level8_1(普通)	77	1	1	1	2	main7-8/masterstroke_8_102	36	804	300	1	5	1				1	[[15-2-1-1-20],[3-3-2-5-1],[7-3-1-2-5],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[3-3-2-1-1-100-0-0],[3-2-2-1-1-100-0-0],[3-1-2-1-1-100-0-0],[3-4-2-1-1-100-0-0],[3-3-2-2-1-100-0-0],[3-2-2-2-1-100-0-0],[3-1-2-2-1-100-0-0],[3-4-2-2-1-100-0-0],[3-3-2-3-1-100-0-0],[3-2-2-3-1-100-0-0],[3-1-2-3-1-100-0-0],[3-4-2-3-1-100-0-0],[3-3-2-4-1-100-0-0],[3-2-2-4-1-100-0-0],[3-1-2-4-1-100-0-0],[3-4-2-4-1-100-0-0],[3-3-2-5-1-100-0-0],[3-2-2-5-1-100-0-0],[3-1-2-5-1-100-0-0],[3-4-2-5-1-100-0-0],[3-3-1-1-1-200-0-0],[3-2-1-1-1-200-0-0],[3-1-1-1-1-200-0-0],[3-4-1-1-1-200-0-0],[3-3-1-2-1-200-0-0],[3-2-1-2-1-200-0-0],[3-1-1-2-1-200-0-0],[3-4-1-2-1-200-0-0],[3-3-1-3-1-200-0-0],[3-2-1-3-1-200-0-0],[3-1-1-3-1-200-0-0],[3-4-1-3-1-200-0-0],[3-3-1-4-1-200-0-0],[3-2-1-4-1-200-0-0],[3-1-1-4-1-200-0-0],[3-4-1-4-1-200-0-0],[3-3-1-5-1-200-0-0],[3-2-1-5-1-200-0-0],[3-1-1-5-1-200-0-0],[3-4-1-5-1-200-0-0],[7-1-3-1-1-776-0-0],[7-1-1-1-1-776-0-0],[7-1-2-1-1-776-0-0],[7-1-5-1-1-776-0-0],[7-1-6-1-1-776-0-0]	[9-16-1-1],[6-6-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1067	6	300	[952,35],[1162,22],[1101,3],[1126,3],[1121,6],[1112,1],[967,2]	11730				5	0		[0]	[1]				
8	2	1	Level8_2(普通)	78	1	1	1	3	main7-8/masterstroke_8_201;main7-8/masterstroke_8_202	36	804	300	1	5	1				1	[[15-2-1-1-20],[3-2-2-5-1],[7-3-1-2-5],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[3-3-2-1-1-100-0-0],[3-2-2-1-1-100-0-0],[3-1-2-1-1-100-0-0],[3-4-2-1-1-100-0-0],[3-3-2-2-1-100-0-0],[3-2-2-2-1-100-0-0],[3-1-2-2-1-100-0-0],[3-4-2-2-1-100-0-0],[3-3-2-3-1-100-0-0],[3-2-2-3-1-100-0-0],[3-1-2-3-1-100-0-0],[3-4-2-3-1-100-0-0],[3-3-2-4-1-100-0-0],[3-2-2-4-1-100-0-0],[3-1-2-4-1-100-0-0],[3-4-2-4-1-100-0-0],[3-3-2-5-1-100-0-0],[3-2-2-5-1-100-0-0],[3-1-2-5-1-100-0-0],[3-4-2-5-1-100-0-0],[3-3-1-1-1-200-0-0],[3-2-1-1-1-200-0-0],[3-1-1-1-1-200-0-0],[3-4-1-1-1-200-0-0],[3-3-1-2-1-200-0-0],[3-2-1-2-1-200-0-0],[3-1-1-2-1-200-0-0],[3-4-1-2-1-200-0-0],[3-3-1-3-1-200-0-0],[3-2-1-3-1-200-0-0],[3-1-1-3-1-200-0-0],[3-4-1-3-1-200-0-0],[3-3-1-4-1-200-0-0],[3-2-1-4-1-200-0-0],[3-1-1-4-1-200-0-0],[3-4-1-4-1-200-0-0],[3-3-1-5-1-200-0-0],[3-2-1-5-1-200-0-0],[3-1-1-5-1-200-0-0],[3-4-1-5-1-200-0-0],[7-1-3-1-1-776-0-0],[7-1-1-1-1-776-0-0],[7-1-2-1-1-776-0-0],[7-1-5-1-1-776-0-0],[7-1-6-1-1-776-0-0]	[9-16-1-1],[6-6-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1068	6	300	[1162,13],[953,4],[1005,3],[1007,3],[1101,1],[1106,2],[952,20],[1111,3],[1116,2],[1127,1],[1132,1]	11730				5	0		[0]	[1]				
8	3	1	Level8_3(普通)	79	1	1	1	3	main7-8/masterstroke_8_301;main7-8/masterstroke_8_302	37	804	300	1	5	1				1	[[7-7-1-4-1],[3-1-2-5-1],[7-3-1-2-5],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[3-3-2-1-1-100-0-0],[3-2-2-1-1-100-0-0],[3-1-2-1-1-100-0-0],[3-4-2-1-1-100-0-0],[3-3-2-2-1-100-0-0],[3-2-2-2-1-100-0-0],[3-1-2-2-1-100-0-0],[3-4-2-2-1-100-0-0],[3-3-2-3-1-100-0-0],[3-2-2-3-1-100-0-0],[3-1-2-3-1-100-0-0],[3-4-2-3-1-100-0-0],[3-3-2-4-1-100-0-0],[3-2-2-4-1-100-0-0],[3-1-2-4-1-100-0-0],[3-4-2-4-1-100-0-0],[3-3-2-5-1-100-0-0],[3-2-2-5-1-100-0-0],[3-1-2-5-1-100-0-0],[3-4-2-5-1-100-0-0],[3-3-1-1-1-200-0-0],[3-2-1-1-1-200-0-0],[3-1-1-1-1-200-0-0],[3-4-1-1-1-200-0-0],[3-3-1-2-1-200-0-0],[3-2-1-2-1-200-0-0],[3-1-1-2-1-200-0-0],[3-4-1-2-1-200-0-0],[3-3-1-3-1-200-0-0],[3-2-1-3-1-200-0-0],[3-1-1-3-1-200-0-0],[3-4-1-3-1-200-0-0],[3-3-1-4-1-200-0-0],[3-2-1-4-1-200-0-0],[3-1-1-4-1-200-0-0],[3-4-1-4-1-200-0-0],[3-3-1-5-1-200-0-0],[3-2-1-5-1-200-0-0],[3-1-1-5-1-200-0-0],[3-4-1-5-1-200-0-0],[7-1-3-1-1-776-0-0],[7-1-1-1-1-776-0-0],[7-1-2-1-1-776-0-0],[7-1-5-1-1-776-0-0],[7-1-6-1-1-776-0-0]	[9-16-1-1],[6-6-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1069	6	300	[952,40],[1162,14],[953,10],[1111,2],[1117,3],[1126,5],[1131,2]	11910				5	0		[0]	[1]				
8	4	1	Level8_4(普通)	80	1	1	1	2	main7-8/masterstroke_8_402	37	804	300	1	5	1				1	[[15-2-1-1-20],[3-4-2-5-1],[7-3-1-2-5],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[3-3-2-1-1-100-0-0],[3-2-2-1-1-100-0-0],[3-1-2-1-1-100-0-0],[3-4-2-1-1-100-0-0],[3-3-2-2-1-100-0-0],[3-2-2-2-1-100-0-0],[3-1-2-2-1-100-0-0],[3-4-2-2-1-100-0-0],[3-3-2-3-1-100-0-0],[3-2-2-3-1-100-0-0],[3-1-2-3-1-100-0-0],[3-4-2-3-1-100-0-0],[3-3-2-4-1-100-0-0],[3-2-2-4-1-100-0-0],[3-1-2-4-1-100-0-0],[3-4-2-4-1-100-0-0],[3-3-2-5-1-100-0-0],[3-2-2-5-1-100-0-0],[3-1-2-5-1-100-0-0],[3-4-2-5-1-100-0-0],[3-3-1-1-1-200-0-0],[3-2-1-1-1-200-0-0],[3-1-1-1-1-200-0-0],[3-4-1-1-1-200-0-0],[3-3-1-2-1-200-0-0],[3-2-1-2-1-200-0-0],[3-1-1-2-1-200-0-0],[3-4-1-2-1-200-0-0],[3-3-1-3-1-200-0-0],[3-2-1-3-1-200-0-0],[3-1-1-3-1-200-0-0],[3-4-1-3-1-200-0-0],[3-3-1-4-1-200-0-0],[3-2-1-4-1-200-0-0],[3-1-1-4-1-200-0-0],[3-4-1-4-1-200-0-0],[3-3-1-5-1-200-0-0],[3-2-1-5-1-200-0-0],[3-1-1-5-1-200-0-0],[3-4-1-5-1-200-0-0],[7-1-3-1-1-776-0-0],[7-1-1-1-1-776-0-0],[7-1-2-1-1-776-0-0],[7-1-5-1-1-776-0-0],[7-1-6-1-1-776-0-0]	[9-16-1-1],[6-6-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1070	6	300	[1151,37],[961,12],[949,2],[1226,4],[1043,12],[950,2],[978,1],[981,1],[951,2]	11910				5	0		[2]	[0]				
8	5	1	Level8_5(普通)	81	1	1	1	3	main7-8/masterstroke_8_501;main7-8/masterstroke_8_502	38	804	300	1	5	1				1	[[15-2-1-1-20],[7-1-4-2-5],[7-3-1-2-5],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[3-3-2-1-1-100-0-0],[3-2-2-1-1-100-0-0],[3-1-2-1-1-100-0-0],[3-4-2-1-1-100-0-0],[3-3-2-2-1-100-0-0],[3-2-2-2-1-100-0-0],[3-1-2-2-1-100-0-0],[3-4-2-2-1-100-0-0],[3-3-2-3-1-100-0-0],[3-2-2-3-1-100-0-0],[3-1-2-3-1-100-0-0],[3-4-2-3-1-100-0-0],[3-3-2-4-1-100-0-0],[3-2-2-4-1-100-0-0],[3-1-2-4-1-100-0-0],[3-4-2-4-1-100-0-0],[3-3-2-5-1-100-0-0],[3-2-2-5-1-100-0-0],[3-1-2-5-1-100-0-0],[3-4-2-5-1-100-0-0],[3-3-1-1-1-200-0-0],[3-2-1-1-1-200-0-0],[3-1-1-1-1-200-0-0],[3-4-1-1-1-200-0-0],[3-3-1-2-1-200-0-0],[3-2-1-2-1-200-0-0],[3-1-1-2-1-200-0-0],[3-4-1-2-1-200-0-0],[3-3-1-3-1-200-0-0],[3-2-1-3-1-200-0-0],[3-1-1-3-1-200-0-0],[3-4-1-3-1-200-0-0],[3-3-1-4-1-200-0-0],[3-2-1-4-1-200-0-0],[3-1-1-4-1-200-0-0],[3-4-1-4-1-200-0-0],[3-3-1-5-1-200-0-0],[3-2-1-5-1-200-0-0],[3-1-1-5-1-200-0-0],[3-4-1-5-1-200-0-0],[7-1-3-1-1-776-0-0],[7-1-1-1-1-776-0-0],[7-1-2-1-1-776-0-0],[7-1-5-1-1-776-0-0],[7-1-6-1-1-776-0-0]	[9-16-1-1],[6-6-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1071	6	300	[1227,1],[961,5],[1043,7],[1151,27],[1221,5],[1226,2],[1216,1],[1256,17],[1241,2],[1246,2],[1217,2]	12060				5	0		[2]	[0]				
8	6	1	Level8_6(普通)	82	1	1	1	2	main7-8/masterstroke_8_602	38	804	300	1	5	1				1	[[9-12-1-1-1],[7-1-4-2-5],[7-3-1-2-5],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[3-3-2-1-1-100-0-0],[3-2-2-1-1-100-0-0],[3-1-2-1-1-100-0-0],[3-4-2-1-1-100-0-0],[3-3-2-2-1-100-0-0],[3-2-2-2-1-100-0-0],[3-1-2-2-1-100-0-0],[3-4-2-2-1-100-0-0],[3-3-2-3-1-100-0-0],[3-2-2-3-1-100-0-0],[3-1-2-3-1-100-0-0],[3-4-2-3-1-100-0-0],[3-3-2-4-1-100-0-0],[3-2-2-4-1-100-0-0],[3-1-2-4-1-100-0-0],[3-4-2-4-1-100-0-0],[3-3-2-5-1-100-0-0],[3-2-2-5-1-100-0-0],[3-1-2-5-1-100-0-0],[3-4-2-5-1-100-0-0],[3-3-1-1-1-200-0-0],[3-2-1-1-1-200-0-0],[3-1-1-1-1-200-0-0],[3-4-1-1-1-200-0-0],[3-3-1-2-1-200-0-0],[3-2-1-2-1-200-0-0],[3-1-1-2-1-200-0-0],[3-4-1-2-1-200-0-0],[3-3-1-3-1-200-0-0],[3-2-1-3-1-200-0-0],[3-1-1-3-1-200-0-0],[3-4-1-3-1-200-0-0],[3-3-1-4-1-200-0-0],[3-2-1-4-1-200-0-0],[3-1-1-4-1-200-0-0],[3-4-1-4-1-200-0-0],[3-3-1-5-1-200-0-0],[3-2-1-5-1-200-0-0],[3-1-1-5-1-200-0-0],[3-4-1-5-1-200-0-0],[7-1-3-1-1-776-0-0],[7-1-1-1-1-776-0-0],[7-1-2-1-1-776-0-0],[7-1-5-1-1-776-0-0],[7-1-6-1-1-776-0-0]	[9-16-1-1],[6-6-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1072	6	300	[1247,2],[953,2],[954,2],[950,1],[1256,30],[1246,10],[1261,5],[1251,3],[1241,5]	12060				5	0		[3]	[4]				
8	7	1	Level8_7(普通)	83	1	2	1	3	main7-8/masterstroke_8_701;main7-8/masterstroke_8_702	39	804	300	1	5	1				1	[[15-2-1-1-20],[7-1-4-2-5],[7-3-1-2-5],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[3-3-2-1-1-100-0-0],[3-2-2-1-1-100-0-0],[3-1-2-1-1-100-0-0],[3-4-2-1-1-100-0-0],[3-3-2-2-1-100-0-0],[3-2-2-2-1-100-0-0],[3-1-2-2-1-100-0-0],[3-4-2-2-1-100-0-0],[3-3-2-3-1-100-0-0],[3-2-2-3-1-100-0-0],[3-1-2-3-1-100-0-0],[3-4-2-3-1-100-0-0],[3-3-2-4-1-100-0-0],[3-2-2-4-1-100-0-0],[3-1-2-4-1-100-0-0],[3-4-2-4-1-100-0-0],[3-3-2-5-1-100-0-0],[3-2-2-5-1-100-0-0],[3-1-2-5-1-100-0-0],[3-4-2-5-1-100-0-0],[3-3-1-1-1-200-0-0],[3-2-1-1-1-200-0-0],[3-1-1-1-1-200-0-0],[3-4-1-1-1-200-0-0],[3-3-1-2-1-200-0-0],[3-2-1-2-1-200-0-0],[3-1-1-2-1-200-0-0],[3-4-1-2-1-200-0-0],[3-3-1-3-1-200-0-0],[3-2-1-3-1-200-0-0],[3-1-1-3-1-200-0-0],[3-4-1-3-1-200-0-0],[3-3-1-4-1-200-0-0],[3-2-1-4-1-200-0-0],[3-1-1-4-1-200-0-0],[3-4-1-4-1-200-0-0],[3-3-1-5-1-200-0-0],[3-2-1-5-1-200-0-0],[3-1-1-5-1-200-0-0],[3-4-1-5-1-200-0-0],[7-1-3-1-1-776-0-0],[7-1-1-1-1-776-0-0],[7-1-2-1-1-776-0-0],[7-1-5-1-1-776-0-0],[7-1-6-1-1-776-0-0]	[9-16-1-1],[6-6-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1073	6	300	[1262,3],[953,17],[954,0],[950,0],[1261,2],[1256,21],[1003,5],[1251,3],[1241,3],[1246,4]	12240				5	0		[3]	[4]				
